Timestamp, Poten, Left_arr, Right_arr, Down_arr, Up_arr, A_butt, B_butt, X_butt, Y_butt, DL_butt, DR_butt, R_shift, L_shift
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 31991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 32015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 31991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 31870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 31724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477996, 31603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 31167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 30125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 29034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 28768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 28671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 28549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 28307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 28113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 27847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 27750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 27459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 27241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 27047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 26853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 26683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 26368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 26150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 25956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 25787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 25593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 25544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 25181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 24066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 23024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 22006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 21036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 20067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 19994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 19994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 19873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477997, 19776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 19049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1733477998, 18152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
